rotten_tomatoes_link,review_content,movie_title,movie_info,id
m/1011626-king_of_kings,works as a historical epic,King of Kings,"In this reenactment of the life of Jesus Christ, when word spreads throughout Judea that the son of God is to be born in Bethlehem, King Herod demands that all infants be killed. Mary (Siobhan McKenna) steals away with her young son, Jesus, who grows up preaching, performing miracles and acquiring devotees. One of Jesus' (Jeffrey Hunter) followers, Judas (Rip Torn), betrays him, and he is sentenced to crucifixion. But Jesus has always known of his fate and has prepared himself for death.",51888
m/1001138-april_fools_day,"A revolting teen slasher film from north of the border, that tries its darnedest to be witty.",April Fool's Day,"When a group of college students decides to spend spring break at the secluded island estate of their wealthy classmate, Muffy St. John (Deborah Foreman), what starts out as a fun, hedonistic weekend turns into something more sinister. Muffy is very fond of practical jokes, and sets up numerous gags throughout her mansion. But, when friends begin going missing and turn up dead, they realize that they're trapped on the isolated isle with a mysterious and brutal killer.",64571
m/1032182-white_fang,,White Fang,"This adaptation of Jack London's wilderness tale focuses on young Jack Conroy (Ethan Hawke), who has arrived in Alaska to search for a gold mine. When Jack encounters White Fang, a dog/wolf hybrid who has been cruelly treated by his owner, Beauty Smith (James Remar), he rescues the canine from the jaws of death during a fight with a fierce bulldog. Aided by his friend Alex Larson (Klaus Maria Brandauer), Jack nurses White Fang back to health, and the animal becomes a close companion to the men.",97250
m/10008856-badland,,Badland,Home from Iraq a soldier cannot cope with daily life.,5143
m/24_exposures,"The movie ultimately becomes a queasy bromance, the foundation of which is less than flattering.",24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54924
m/1013884-mighty_joe_young,,Mighty Joe Young,"Jill Young (Terry Moore) has raised Joe, her gentle pet gorilla, since he was a baby. When a Hollywood, Calif., nightclub owner (Robert Armstrong) travels to Africa and notices the amazing animal, he pursuades Jill to send Joe to Hollywood. But Joe grows restless performing for crowds and finally breaks free from captivity, wreaking havoc on the city. To save Joe from the authorities, who want him dead, Jill must create an elaborate plan to send him back to Africa.",56883
m/1032182-white_fang,,White Fang,"This adaptation of Jack London's wilderness tale focuses on young Jack Conroy (Ethan Hawke), who has arrived in Alaska to search for a gold mine. When Jack encounters White Fang, a dog/wolf hybrid who has been cruelly treated by his owner, Beauty Smith (James Remar), he rescues the canine from the jaws of death during a fight with a fierce bulldog. Aided by his friend Alex Larson (Klaus Maria Brandauer), Jack nurses White Fang back to health, and the animal becomes a close companion to the men.",97263
m/1034067-switch,"Switch has an intriguing premise and a terrific performance by Barkin, But it fails to really deliver on its promise.",Switch,"Steve Brooks (Perry King), a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil (Bruce Martyn Payne). But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks (Ellen Barkin).",2425
m/1005875-dinner_at_eight,"A masterfully-directed comedy, Dinner at Eight (1933), filled with a tremendous cast of stars all invited",Dinner at Eight,"In this comedic drama, an ambitious New York socialite plans an extravagant dinner party as her businessman husband, Oliver (Lionel Barrymore), contends with financial woes, causing a lot of tension between the couple. Meanwhile, their high-society friends and associates, including the gruff Dan Packard (Wallace Beery) and his sultry spouse, Kitty (Jean Harlow), contend with their own entanglements, leading to revelations at the much-anticipated dinner.",38823
m/10010155-forever_strong,"Though director Ryan Little puts together a clean, professional package, at bottom this is a nearly-two-hour scrum of therapeutic direct encounters.",Forever Strong,A troubled rugby player (Sean Faris) leads his team against his father's (Neal McDonough) in the national championship.,30796
m/1037780-man_in_the_moon,,The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55909
m/1189416-shelter,"Shelter may only be shoreline deep, and its ending fanciful, but the film captures the beauty, thrill and ache of young love and extracts a casual joy out of the process.",Shelter,A surfer (Trevor Wright) finds comfort from his problems in the arms of his best friend's older brother (Brad Rowe).,90376
m/1015095-nighthawks,"One of Stallone's better efforts. Besides, where else can one find the screen being shared by the who's-who gallery of Rocky Balboa, Lando Calrissian, Roy Batty, the Bionic Woman, and the bald lady from the first Star Trek film?",Nighthawks,"Fresh from mounting a devastating bomb attack in London, an international terrorist arrives in New York and remains intent upon wreaking further havoc. His preparation is clinical and thorough but he overlooks one thing - the grit and steely determination of one New York cop.",56915
m/1078030-hoodlum,"A collection of elements rather than a distinct story, the film takes what should have been a fresh perspective on the genre and paints by numbers.",Hoodlum,"Having just been released from jail, Bumpy Johnson (Laurence Fishburne) returns to his criminal ways as a linchpin in the African-American-run numbers racket. However, Bumpy's longtime friend Illinois Gordon (Chi McBride) and girlfriend Francine Hughes (Vanessa Williams) are both eager to get him back on the straight and narrow. But a brewing rivalry with Mafia boss Lucky Luciano (Andy Garcia) and his henchman Dutch Schultz (Tim Roth) threatens to raise the stakes to dangerous new levels.",17332
m/24_redemption,"Sutherland plays an appealing and reluctant hero, as he saves a group of African children targeted for kidnapping by the militia",24: Redemption,Jack Bauer (Kiefer Sutherland) tries to prevent an African warlord from recruiting children for his militia.,42806
m/1175079-antibodies,"Steeped in religion yet shot through with moral ambiguity, this disturbing psychological thriller breathes new life into the moribund serial killer movie.",Antikörper (Antibodies),"After a serial killer (André Hennicke) is arrested, a small-town policeman (Wotan Wilke Möhring) gets to interrogate him, but the interview challenges the cop's beliefs, turning him into a threat.",10034
m/1032750-hidden_agenda,"Simplistic and unconvincing, but with some power",Hidden Agenda,"""In Ireland, American lawyer Ingrid Jessner (Frances McDormand) and her activist partner, Paul Sullivan (Brad Dourif), struggle to uncover atrocities committed by the British government against the Northern Irish during the """"Troubles."""" But when Sullivan is assassinated in the streets",67402
m/1189416-shelter,There's real chemistry between the two actors.,Shelter,A surfer (Trevor Wright) finds comfort from his problems in the arms of his best friend's older brother (Brad Rowe).,90381
m/1078030-hoodlum,,Hoodlum,"Having just been released from jail, Bumpy Johnson (Laurence Fishburne) returns to his criminal ways as a linchpin in the African-American-run numbers racket. However, Bumpy's longtime friend Illinois Gordon (Chi McBride) and girlfriend Francine Hughes (Vanessa Williams) are both eager to get him back on the straight and narrow. But a brewing rivalry with Mafia boss Lucky Luciano (Andy Garcia) and his henchman Dutch Schultz (Tim Roth) threatens to raise the stakes to dangerous new levels.",17338
m/1189416-shelter,"In the sweet and sexy romance Shelter, the chemistry between two surfer guys magnetically played by Brad Rowe and newcomer Trevor Wright is so electric, so palatable that even the most ardent nitpickers won't break a sweat over the small stuff.",Shelter,A surfer (Trevor Wright) finds comfort from his problems in the arms of his best friend's older brother (Brad Rowe).,90371
m/1032795-connection,"Shirley Clarke's work should continue to be screened, studied, and discussed, as she remains an iconoclastic artist who is vital to the development of the medium.",The Connection,"In a cramped and dirty apartment, eight junkies variously goof off, chat and play jazz music while waiting for their heroin connection to show up. They've also struck a deal with documentary filmmaker Jim Dunn (William Redfield) : They'll let him film them provided he pays for their drugs. When the dealer, Cowboy (Carl Lee), arrives, he's suspicious of the filmmaker and his camera, enough so that Dunn considers trying heroin himself to prove he's no narc and to better understand his subjects.",29685
m/10008830-bill,,Meet Bill,A mild-mannered bank executive (Aaron Eckhart) mentors a teenage con artist and tries to make a career change as a doughnut merchant.,87705
m/11_minutes,Every situation is presented with maximum lucidity and almost complete inscrutability.,11 Minutes (11 Minut),The lives of urbanites intertwine in a world where anything can happen at any time.,19451
m/10007886-the_tigers_tail,"Far from being a roaring, sinewy beast with a lot of bite that the title might suggest, John Boorman's latest has more in common with a lumbering white elephant.",The Tiger's Tail,"Liam O'Leary (Brendan Gleeson) is a prosperous real estate tycoon who lives in Dublin with his wife, Jane (Kim Cattrall). Hoping to bring his profits and his career to new heights, Liam takes out a large bank loan with the prospect of building a new stadium. But, when his request for development is turned down by the city, his life stumbles into a downward spiral. More disturbing than his crippled assets is his mysterious double whom he keeps seeing around town.",10476
m/1037780-man_in_the_moon,Self-contained in its own simplicity,The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55902
m/10008126-straightheads,"Masculinity in Crisis, part 364.",Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96279
m/11_minutes,Some people might think this is a brave piece of film making from a true maverick; others will see it as 11 minutes of their lives (repeated over and over from different viewpoints) they'll never get back.,11 Minutes (11 Minut),The lives of urbanites intertwine in a world where anything can happen at any time.,19461
m/10009176-black_water,"Packs enough shocks to keep you gripped, not to mention a conclusion that refreshingly refutes the genre rulebook.",Black Water,"In the swamps of Northern Australia, a killer crocodile stalks a pregnant woman, her boyfriend and her sister.",57672
m/10008856-badland,,Badland,Home from Iraq a soldier cannot cope with daily life.,5136
m/1045706-calendar_girl,"Unfunny, unconvincing nostalgia trip",Calendar Girl,"In 1962, lifelong friends Roy Darpinian (Jason Priestley), Ned Bleuer (Gabriel Olds) and Scott Foreman (Jerry O'Connell) have just graduated from their small Nevada town's high school. With time running out before Roy must report for Army training, he is determined to meet his ideal woman, Marilyn Monroe (Stephanie Anderson). After he steals a car from his loan-shark employers, Arturo (Kurt Fuller) and Antonio (Stephen Tobolowsky), the trio hits the road for Los Angeles.",11389
m/10007886-the_tigers_tail,"Amateurish technical contrivance isn't this awkward, retro failure's only deficiency.",The Tiger's Tail,"Liam O'Leary (Brendan Gleeson) is a prosperous real estate tycoon who lives in Dublin with his wife, Jane (Kim Cattrall). Hoping to bring his profits and his career to new heights, Liam takes out a large bank loan with the prospect of building a new stadium. But, when his request for development is turned down by the city, his life stumbles into a downward spiral. More disturbing than his crippled assets is his mysterious double whom he keeps seeing around town.",10483
m/1001138-april_fools_day,Classic horror cheese,April Fool's Day,"When a group of college students decides to spend spring break at the secluded island estate of their wealthy classmate, Muffy St. John (Deborah Foreman), what starts out as a fun, hedonistic weekend turns into something more sinister. Muffy is very fond of practical jokes, and sets up numerous gags throughout her mansion. But, when friends begin going missing and turn up dead, they realize that they're trapped on the isolated isle with a mysterious and brutal killer.",64557
m/amityville_the_demon,There is hardly anything original about the picture.,Amityville: The Demon,"Investigative reporter John Baxter (Tony Roberts) buys a notorious house in the Long Island suburb of Amityville, N.Y., in an attempt to prove that stories about its being inhabited by demons are fraudulent. But soon his daughter, Susan (Lori Loughlin), and her friend Lisa (Meg Ryan) are experiencing inexplicable terrors, while his estranged wife, Nancy (Tess Harper), and supernatural expert Elliot West (Robert Joy) fear that the evil has begun to spread outside the house's walls.",88509
m/24_exposures,This outing will please Swanberg's followers but lacks the polish required to attract a broader genre audience.,24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54921
m/10008126-straightheads,Feels like an experiment in suspense and violence that doesn't actually tell us anything,Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96290
m/amityville_the_demon,"...thoroughly bereft of any interesting ideas, as evidenced by the film's absurdly underwhelming climax...",Amityville: The Demon,"Investigative reporter John Baxter (Tony Roberts) buys a notorious house in the Long Island suburb of Amityville, N.Y., in an attempt to prove that stories about its being inhabited by demons are fraudulent. But soon his daughter, Susan (Lori Loughlin), and her friend Lisa (Meg Ryan) are experiencing inexplicable terrors, while his estranged wife, Nancy (Tess Harper), and supernatural expert Elliot West (Robert Joy) fear that the evil has begun to spread outside the house's walls.",88502
m/1076620-anna_karenina,"When [Anna and Vronsky] first lay eyes on each other at the train station in St. Petersburg, the only steam between them comes from the engine.",Anna Karenina,"Tolstoy's tragic Anna (Sophie Marceau) leaves her old, cold husband for dashing Count Vronsky (Sean Bean) in 19th-century Russia.",10842
m/10007886-the_tigers_tail,"Despite Boorman's subtle, suggestive direction and a nice central performance from Gleeson, this low-key thriller never quite works.",The Tiger's Tail,"Liam O'Leary (Brendan Gleeson) is a prosperous real estate tycoon who lives in Dublin with his wife, Jane (Kim Cattrall). Hoping to bring his profits and his career to new heights, Liam takes out a large bank loan with the prospect of building a new stadium. But, when his request for development is turned down by the city, his life stumbles into a downward spiral. More disturbing than his crippled assets is his mysterious double whom he keeps seeing around town.",10470
m/amityville_the_demon,"Better than the first two, but apart from the 3-D novelty not much",Amityville: The Demon,"Investigative reporter John Baxter (Tony Roberts) buys a notorious house in the Long Island suburb of Amityville, N.Y., in an attempt to prove that stories about its being inhabited by demons are fraudulent. But soon his daughter, Susan (Lori Loughlin), and her friend Lisa (Meg Ryan) are experiencing inexplicable terrors, while his estranged wife, Nancy (Tess Harper), and supernatural expert Elliot West (Robert Joy) fear that the evil has begun to spread outside the house's walls.",88496
m/alexandras-project,Manipulateur et de mauvaise foi.,Alexandra's Project,"Returning home from work, a man (Gary Sweet) finds a videotape that has disturbing revelations from his vengeful wife (Helen Buday).",11779
m/1076620-anna_karenina,Only die-hard romantics are likely not to come away disappointed.,Anna Karenina,"Tolstoy's tragic Anna (Sophie Marceau) leaves her old, cold husband for dashing Count Vronsky (Sean Bean) in 19th-century Russia.",10846
m/1013772-meteor,,Meteor,"In this disaster movie, Americans and Soviets must put aside their differences to save civilization from a huge meteor bearing down on the planet. Paul Bradley (Sean Connery) enlists the expertise of fellow scientist Alexei Dubov (Brian Keith), who is joined by his beautiful assistant, Tatiana Donskaya (Natalie Wood). Although Paul and Tatiana are attracted to each other, they wisely focus on taking out the meteor, which may still cause massive destruction even if it is partially damaged.",3649
m/1001138-april_fools_day,"What it may lack in an official body count, April Fool's Day more than makes up for with its whip-smart script, charismatic performances, and a whopper of an ending that I certainly wasn't expecting at all the first time I saw it.",April Fool's Day,"When a group of college students decides to spend spring break at the secluded island estate of their wealthy classmate, Muffy St. John (Deborah Foreman), what starts out as a fun, hedonistic weekend turns into something more sinister. Muffy is very fond of practical jokes, and sets up numerous gags throughout her mansion. But, when friends begin going missing and turn up dead, they realize that they're trapped on the isolated isle with a mysterious and brutal killer.",64575
m/24_exposures,"Is Swanberg pre-empting complaints about his methods by making a film about an artist who is, if not a killer, then at least creepy and unreflective? Maybe, maybe not. But the question will only interest people who follow Swanberg's career.",24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54929
m/1213735-death_in_love,Pierces the senses.,Death in Love,Two sons struggle to deal with their mother's affair with the Nazi doctor who experimented on them.,72149
m/1189416-shelter,"An awkward, phony melodrama you don't need to be homophobic to hate.",Shelter,A surfer (Trevor Wright) finds comfort from his problems in the arms of his best friend's older brother (Brad Rowe).,90378
m/1045706-calendar_girl,,Calendar Girl,"In 1962, lifelong friends Roy Darpinian (Jason Priestley), Ned Bleuer (Gabriel Olds) and Scott Foreman (Jerry O'Connell) have just graduated from their small Nevada town's high school. With time running out before Roy must report for Army training, he is determined to meet his ideal woman, Marilyn Monroe (Stephanie Anderson). After he steals a car from his loan-shark employers, Arturo (Kurt Fuller) and Antonio (Stephen Tobolowsky), the trio hits the road for Los Angeles.",11388
m/a_brighter_summer_day_1991,"Yang's graceful, naturalistic way of inserting politically fraught signifiers into his characters' hands could teach other film-makers a thing or two.",A Brighter Summer Day,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",10107
m/1011626-king_of_kings,Director Nicholas Ray makes few positive contributions.,King of Kings,"In this reenactment of the life of Jesus Christ, when word spreads throughout Judea that the son of God is to be born in Bethlehem, King Herod demands that all infants be killed. Mary (Siobhan McKenna) steals away with her young son, Jesus, who grows up preaching, performing miracles and acquiring devotees. One of Jesus' (Jeffrey Hunter) followers, Judas (Rip Torn), betrays him, and he is sentenced to crucifixion. But Jesus has always known of his fate and has prepared himself for death.",51882
m/1189416-shelter,"Shelter rises very high indeed, thanks to a superb performance by Trevor Wright in the lead role, a strong supporting cast, very good cinematography and, most of all, emotional authenticity.",Shelter,A surfer (Trevor Wright) finds comfort from his problems in the arms of his best friend's older brother (Brad Rowe).,90373
m/1018989-silent_night_deadly_night,"Among the dozen or so victims of Santa's slay ride is a man who's choked to death with a string of Christmas lights and a young woman who's impaled--topless, of course--on a pair of moose antlers.","Silent Night, Deadly Night","An orphan raised by nuns (Lilyan Chauvin, Gilmer McCormick) grows up to be a killer toy-store Santa Claus.",40004
m/1011626-king_of_kings,"Although it may rely a little too heavily on spectacle, it features fine acting, direction, and photography. On Blu-ray it makes a splendid showing.",King of Kings,"In this reenactment of the life of Jesus Christ, when word spreads throughout Judea that the son of God is to be born in Bethlehem, King Herod demands that all infants be killed. Mary (Siobhan McKenna) steals away with her young son, Jesus, who grows up preaching, performing miracles and acquiring devotees. One of Jesus' (Jeffrey Hunter) followers, Judas (Rip Torn), betrays him, and he is sentenced to crucifixion. But Jesus has always known of his fate and has prepared himself for death.",51884
m/1013884-mighty_joe_young,,Mighty Joe Young,"Jill Young (Terry Moore) has raised Joe, her gentle pet gorilla, since he was a baby. When a Hollywood, Calif., nightclub owner (Robert Armstrong) travels to Africa and notices the amazing animal, he pursuades Jill to send Joe to Hollywood. But Joe grows restless performing for crowds and finally breaks free from captivity, wreaking havoc on the city. To save Joe from the authorities, who want him dead, Jill must create an elaborate plan to send him back to Africa.",56887
m/a_brighter_summer_day_1991,"A Brighter Summer Day is itself in color, but it may as well be monochrome.",A Brighter Summer Day,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",10099
m/1032750-hidden_agenda,,Hidden Agenda,"""In Ireland, American lawyer Ingrid Jessner (Frances McDormand) and her activist partner, Paul Sullivan (Brad Dourif), struggle to uncover atrocities committed by the British government against the Northern Irish during the """"Troubles."""" But when Sullivan is assassinated in the streets",67401
m/1175079-antibodies,"Antibodies is fairly riveting, thanks to Alvart's command of craft and tone. He's a director to watch.",Antikörper (Antibodies),"After a serial killer (André Hennicke) is arrested, a small-town policeman (Wotan Wilke Möhring) gets to interrogate him, but the interview challenges the cop's beliefs, turning him into a threat.",10041
m/amityville_the_demon,"Unlike the first two Amityville titles, this one makes no claim to authenticity, but such honesty doesn't save it from being a terrible movie.",Amityville: The Demon,"Investigative reporter John Baxter (Tony Roberts) buys a notorious house in the Long Island suburb of Amityville, N.Y., in an attempt to prove that stories about its being inhabited by demons are fraudulent. But soon his daughter, Susan (Lori Loughlin), and her friend Lisa (Meg Ryan) are experiencing inexplicable terrors, while his estranged wife, Nancy (Tess Harper), and supernatural expert Elliot West (Robert Joy) fear that the evil has begun to spread outside the house's walls.",88511
m/1078030-hoodlum,"It contains nothing of any lingering interest. On the other hand, Laurence Fishburne may be the only man on the planet who makes that mustache look good.",Hoodlum,"Having just been released from jail, Bumpy Johnson (Laurence Fishburne) returns to his criminal ways as a linchpin in the African-American-run numbers racket. However, Bumpy's longtime friend Illinois Gordon (Chi McBride) and girlfriend Francine Hughes (Vanessa Williams) are both eager to get him back on the straight and narrow. But a brewing rivalry with Mafia boss Lucky Luciano (Andy Garcia) and his henchman Dutch Schultz (Tim Roth) threatens to raise the stakes to dangerous new levels.",17337
m/aparajito,...Aparajito...drew criticism for its refusal to create an idealized mother-son relationship.,Aparajito,"The second part of Satyajit Ray's famous Apu trilogy, this Indian drama focuses on young Apu, who lives with his mother, Sarbajaya (Kanu Bandyopadhyay), and father, Harihar (Pinaki Sengupta), near the Ganges River. When Harihar dies suddenly, Apu and Sarbajaya move to a small village to be near relatives. Eventually, she reluctantly allows her son (now played by Smaran Ghosal) to attend school in Calcutta. As Apu acclimates to life in the city, Sarbajaya struggles with his absence.",660
m/1034067-switch,,Switch,"Steve Brooks (Perry King), a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil (Bruce Martyn Payne). But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks (Ellen Barkin).",2438
m/1020897-tarzan_the_ape_man,"Of course it's completely ridiculous, but at the same time it has a certain disarming charm.","Tarzan, the Ape Man","Innocent Jane (Bo Derek) seeks her flamboyant British father (Richard Harris) in Africa and meets Tarzan (Miles O'Keeffe), who shows her around.",20070
m/aleksandr-nevskiy-alexander-nevsky,Edouard Tisse's superb photography and Prokofiev's stirring score contribute to a rhythm that is well-nigh irresistible.,Aleksandr Nevskiy (Alexander Nevsky),"When German knights invade Russia, Prince Alexander Nevsky (Nikolai Cherkasov) must rally his people to resist the formidable force. After the Teutonic soldiers take over an eastern Russian city, Alexander stages his stand at Novgorod, where a major battle is fought on the ice of frozen Lake Chudskoe. While Alexander leads his outnumbered troops, two of their number, Vasili (Nikolai Okhlopkov) and Gavrilo (Andrei Abrikosov), begin a contest of bravery to win the hand of a local maiden.",96868
m/1005875-dinner_at_eight,Each star has a memorable moment.,Dinner at Eight,"In this comedic drama, an ambitious New York socialite plans an extravagant dinner party as her businessman husband, Oliver (Lionel Barrymore), contends with financial woes, causing a lot of tension between the couple. Meanwhile, their high-society friends and associates, including the gruff Dan Packard (Wallace Beery) and his sultry spouse, Kitty (Jean Harlow), contend with their own entanglements, leading to revelations at the much-anticipated dinner.",38829
m/10008126-straightheads,"Anderson bares (almost) all in this flawed but fitfully fascinating thriller with a comical, if less compelling, turn from Danny Dyer.",Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96287
m/a_night_in_old_mexico,"Red's personal journey remains a fun ride, a feat due as much to Duvall as to the script, but Gally's own coming of age portion of the tale falls flat.",A Night In Old Mexico,"After traveling to Mexico with his grandson (Jeremy Irvine), a rancher (Robert Duvall) finds stolen money from a drug deal.",11122
m/1010979-jazz_singer,painfully schmaltzy,The Jazz Singer,"Jess Robin (Neil Diamond) dreams of a career in popular music, but his father, Cantor Rabinovitch (Laurence Olivier), forbids it, insisting Jess live as a traditional Jew and inherit his position at the synagogue. With the help of friend and professional musician Bubba (Franklin Ajaye), Jess gets a chance to go to Los Angeles and have famous singer Keith Lennox (Paul Nicholas) record one of his songs. Defying both his father and his wife, Jess leaves New York to pursue his dreams.",6833
m/1067234-boomerang,"Gripping, real-life melodrama, told in semi-documentary style.",Boomerang!,"Connecticut prosecutor Henry Harvey (Dana Andrews), faced with a political maelstrom in the wake of the shooting death of a Catholic priest on a city street corner, feels tremendous pressure to prosecute a vagrant ex-soldier whom Police Chief Robinson (Lee J. Cobb) apprehended in connection with the crime. After the vagrant confesses, it looks to be an open and shut case, but Harvey remains unconvinced and chooses to risk his career in order to discover the truth.",6220
m/11_minutes,"While the narrative strands leave something to be desired in this film, many of the performances are strong and its technical composition is very well done, creating an exhilarating, atmospheric film that leaves a lasting impression.",11 Minutes (11 Minut),The lives of urbanites intertwine in a world where anything can happen at any time.,19463
m/amityville_the_awakening,A worthy sister to Amityville II. [Full Review in Spanish],Amityville: The Awakening,"When some footage dating back to 1976 is discovered, the case of the haunted house in Amityville is reopened. An ambitious woman who is working as a television news intern seizes the opportunity to advance her career and is soon leading a team of journalists, clergymen, and paranormal researchers into the house, but she may have unwittingly opened a door to the unreal that she will never be able to close.",83121
m/10008830-bill,"[A] meandering, plotless venture.",Meet Bill,A mild-mannered bank executive (Aaron Eckhart) mentors a teenage con artist and tries to make a career change as a doughnut merchant.,87709
m/10008856-badland,"Until the mess in the Middle East has found its way to a resolution, we can continue to expect films like Badland as part of the collateral damage in the War on Terror.",Badland,Home from Iraq a soldier cannot cope with daily life.,5138
m/11_minutes,The theme is nihilistic but its execution is thrilling.,11 Minutes (11 Minut),The lives of urbanites intertwine in a world where anything can happen at any time.,19448
m/10008126-straightheads,About how some of us would be willing to sell our souls to protect our loved ones if we had to...,Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96292
m/1013884-mighty_joe_young,,Mighty Joe Young,"Jill Young (Terry Moore) has raised Joe, her gentle pet gorilla, since he was a baby. When a Hollywood, Calif., nightclub owner (Robert Armstrong) travels to Africa and notices the amazing animal, he pursuades Jill to send Joe to Hollywood. But Joe grows restless performing for crowds and finally breaks free from captivity, wreaking havoc on the city. To save Joe from the authorities, who want him dead, Jill must create an elaborate plan to send him back to Africa.",56890
m/10009176-black_water,Writer-directors David Nerlich and Andrew Traucki calibrate the tension with creditable skill.,Black Water,"In the swamps of Northern Australia, a killer crocodile stalks a pregnant woman, her boyfriend and her sister.",57669
m/1020897-tarzan_the_ape_man,,"Tarzan, the Ape Man","Innocent Jane (Bo Derek) seeks her flamboyant British father (Richard Harris) in Africa and meets Tarzan (Miles O'Keeffe), who shows her around.",20063
m/1189416-shelter,"The first theatrical release from the here! Network's Independent Film Initiative, shaves the edges off the genre's hoariest tendencies, for which it deserves credit and will hopefully be the start of a trend. But it's still an uninspiring drama.",Shelter,A surfer (Trevor Wright) finds comfort from his problems in the arms of his best friend's older brother (Brad Rowe).,90379
m/10008830-bill,...basically entertaining yet entirely forgettable.,Meet Bill,A mild-mannered bank executive (Aaron Eckhart) mentors a teenage con artist and tries to make a career change as a doughnut merchant.,87692
m/1079452-assignment,,The Assignment,"Annibal Ramirez (Aidan Quinn) is an American naval officer who looks remarkably like notorious international assassin Carlos Sanchez (also Quinn). Veteran CIA agent Jack Shaw (Donald Sutherland) has a vendetta against Sanchez and recruits Ramirez to impersonate the fugitive. Along with Mossad operative Amos (Ben Kingsley), Shaw begins training Ramirez to become Sanchez, but the mission proves to be incredibly perilous, and the American soon wonders if it's worth the risk.",40770
m/1121720-devdas,There's more to Devdas than extravagance; the emotion and passion of the story is felt just as strongly in every frame as the budget.,Devdas,"Devdas (Shahrukh Khan) makes his way back home to India after spending 10 years studying in London. He plans to marry Paro (Aishwarya Rai), his childhood best friend, but his parents (Vijay Crishna, Smita Jaykar) do not want Devdas to marry her. They believe that Paro's family, who descend from a line of dancers, is of a lower class than their own. Eventually, Paro marries another man, and the despondent Devdas descends into life-threatening alcoholism.",20888
m/a_score_to_settle,"""An entertaining and well-paced film, """"A Score to Settle"""" is Nicolas Cage at his best - deeply intense with a little bit of crazy mixed in for good measure.""",A Score to Settle,"Diagnosed with a fatal condition, a mob enforcer leaves prison after 19 years and plots a bloody course of revenge against his old gang.",7590
m/a_brighter_summer_day_1991,"The measured pace may be off-putting, but stay with it -- the accumulated wealth of detail invests the unexpected final scenes with enormous, shocking power.",A Brighter Summer Day,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",10100
